Initialized empty Git repository in C:/warren-bank-releases/.git/
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/184188366/d4627600-e87d-11ea-929b-2cc03a6b0ceb?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T184619Z&X-Amz-Expires=300&X-Amz-Signature=793052d175f35c187043afee1edd23dcdcaab78dbcdb184633666de6cc1ba811&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DWebCast-release.apk&response-content-type=application%2Fvnd.android.package-archive [3991284/3991284] -> "warren-bank-releases/Android-WebCast/04.09.02/WebCast-release.apk" [1]
2025-02-10 URL:https://codeload.github.com/warren-bank/Android-WebCast/legacy.zip/refs/tags/04.09.02 [289234] -> "warren-bank-releases/Android-WebCast/04.09.02/source/Android-WebCast-04.09.02.zip" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/184188366/3324f100-e878-11ea-9bde-e69d01cfce1c?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T184629Z&X-Amz-Expires=300&X-Amz-Signature=77c4a2441fd082ffa8b742919ba498daec4aeca2e17b516173aaea74bc3e6d0c&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DWebCast-release.apk&response-content-type=application%2Fvnd.android.package-archive [3990800/3990800] -> "warren-bank-releases/Android-WebCast/04.09.01/WebCast-release.apk" [1]
2025-02-10 URL:https://codeload.github.com/warren-bank/Android-WebCast/legacy.zip/refs/tags/04.09.01 [288073] -> "warren-bank-releases/Android-WebCast/04.09.01/source/Android-WebCast-04.09.01.zip" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/184188366/42705400-e810-11ea-8f8e-35d7e5546cde?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T184732Z&X-Amz-Expires=300&X-Amz-Signature=afad0224570c0dca9618361f60a10527d60ece1e13737ead95030065d0ecea7e&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DWebCast-release.apk&response-content-type=application%2Fvnd.android.package-archive [3990047/3990047] -> "warren-bank-releases/Android-WebCast/04.09.00/WebCast-release.apk" [1]
2025-02-10 URL:https://codeload.github.com/warren-bank/Android-WebCast/legacy.zip/refs/tags/04.09.00 [287957] -> "warren-bank-releases/Android-WebCast/04.09.00/source/Android-WebCast-04.09.00.zip" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/184188366/1c30b280-e743-11ea-8045-dc0a7f0f3c87?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T184853Z&X-Amz-Expires=300&X-Amz-Signature=2e88bdb4097591abea0d186bfed0545f64142919e9afed452b15fb6fbb636656&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DWebCast-release.apk&response-content-type=application%2Fvnd.android.package-archive [3980116/3980116] -> "warren-bank-releases/Android-WebCast/04.08.03/WebCast-release.apk" [1]
2025-02-10 URL:https://codeload.github.com/warren-bank/Android-WebCast/legacy.zip/refs/tags/04.08.03 [282245] -> "warren-bank-releases/Android-WebCast/04.08.03/source/Android-WebCast-04.08.03.zip" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/184188366/f0e0a000-e70f-11ea-916f-e6b3e0a173c3?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T184949Z&X-Amz-Expires=300&X-Amz-Signature=42b89a25ca8aa2f970a9f0f16c73ca42dbd4edaa3d55fea4331f09a601bd4ab7&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DWebCast-release.apk&response-content-type=application%2Fvnd.android.package-archive [3963743/3963743] -> "warren-bank-releases/Android-WebCast/04.08.02/WebCast-release.apk" [1]
2025-02-10 URL:https://codeload.github.com/warren-bank/Android-WebCast/legacy.zip/refs/tags/04.08.02 [130339] -> "warren-bank-releases/Android-WebCast/04.08.02/source/Android-WebCast-04.08.02.zip" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/184188366/971aa000-e653-11ea-8925-524f1749dcbc?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T185113Z&X-Amz-Expires=300&X-Amz-Signature=23ccd2f203e0e33c9ff346926f13a61fdfb6d4792f6717a3a519e0e805fce566&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DWebCast-release.apk&response-content-type=application%2Fvnd.android.package-archive [3963391/3963391] -> "warren-bank-releases/Android-WebCast/04.08.01/WebCast-release.apk" [1]
2025-02-10 URL:https://codeload.github.com/warren-bank/Android-WebCast/legacy.zip/refs/tags/04.08.01 [128925] -> "warren-bank-releases/Android-WebCast/04.08.01/source/Android-WebCast-04.08.01.zip" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/184188366/d80b9b00-e513-11ea-9985-365dbced1b7b?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T185220Z&X-Amz-Expires=300&X-Amz-Signature=08d8c3dd400bf82b252edd21e9ead1cd731c3bf0fc0e65eec6028ccd0c829d3c&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DWebCast-release.apk&response-content-type=application%2Fvnd.android.package-archive [3963297/3963297] -> "warren-bank-releases/Android-WebCast/04.08.00/WebCast-release.apk" [1]
2025-02-10 URL:https://codeload.github.com/warren-bank/Android-WebCast/legacy.zip/refs/tags/04.08.00 [128865] -> "warren-bank-releases/Android-WebCast/04.08.00/source/Android-WebCast-04.08.00.zip" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/184188366/ca78a580-862f-11e9-8e99-d3afbfdb59b2?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T185252Z&X-Amz-Expires=300&X-Amz-Signature=90e5c4f69ba690120344db64d93c122dfccaf380ab01a226768f19f12aba56d4&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DWebCast-release.apk&response-content-type=application%2Fvnd.android.package-archive [3696548/3696548] -> "warren-bank-releases/Android-WebCast/04.07.04/WebCast-release.apk" [1]
2025-02-10 URL:https://codeload.github.com/warren-bank/Android-WebCast/legacy.zip/refs/tags/04.07.04 [124942] -> "warren-bank-releases/Android-WebCast/04.07.04/source/Android-WebCast-04.07.04.zip" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/184188366/238a1780-7bf4-11e9-8d70-91a81f10f1ba?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T185352Z&X-Amz-Expires=300&X-Amz-Signature=7f88b0b51d6eb31c18052c6d3d4306f499872b39b04a567369d1cf7a7cf935c1&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DWebCast-release.apk&response-content-type=application%2Fvnd.android.package-archive [3476068/3476068] -> "warren-bank-releases/Android-WebCast/04.07.02/WebCast-release.apk" [1]
2025-02-10 URL:https://codeload.github.com/warren-bank/Android-WebCast/legacy.zip/refs/tags/04.07.02 [124579] -> "warren-bank-releases/Android-WebCast/04.07.02/source/Android-WebCast-04.07.02.zip" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/184188366/460dfd80-7974-11e9-93b2-72064fc29cc5?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T185443Z&X-Amz-Expires=300&X-Amz-Signature=50e4e517a371893a1e053e174d2c37e1faf11b9e450e7ac02a07da05453e01bc&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DWebCast-release.apk&response-content-type=application%2Fvnd.android.package-archive [3475886/3475886] -> "warren-bank-releases/Android-WebCast/04.07.01/WebCast-release.apk" [1]
2025-02-10 URL:https://codeload.github.com/warren-bank/Android-WebCast/legacy.zip/refs/tags/04.07.01 [124468] -> "warren-bank-releases/Android-WebCast/04.07.01/source/Android-WebCast-04.07.01.zip" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/184188366/a6009780-78d3-11e9-9d8e-41bd74710f9a?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T185454Z&X-Amz-Expires=300&X-Amz-Signature=8ccfac58ab1c6fbad03ac8ae2ea7a09a3b4d977806d14ce4b25ec3b9480309a2&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DWebCast-release.apk&response-content-type=application%2Fvnd.android.package-archive [3475923/3475923] -> "warren-bank-releases/Android-WebCast/04.07.00/WebCast-release.apk" [1]
2025-02-10 URL:https://codeload.github.com/warren-bank/Android-WebCast/legacy.zip/refs/tags/04.07.00 [124394] -> "warren-bank-releases/Android-WebCast/04.07.00/source/Android-WebCast-04.07.00.zip" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/184188366/278b0200-78a1-11e9-9429-c6200333bceb?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T185557Z&X-Amz-Expires=300&X-Amz-Signature=890ee464567fa595c3cd28163f9fcb11246738f2310b3e4f906742fe77ec8069&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DWebCast-release.apk&response-content-type=application%2Fvnd.android.package-archive [3475414/3475414] -> "warren-bank-releases/Android-WebCast/04.06.00/WebCast-release.apk" [1]
2025-02-10 URL:https://codeload.github.com/warren-bank/Android-WebCast/legacy.zip/refs/tags/04.06.00 [124094] -> "warren-bank-releases/Android-WebCast/04.06.00/source/Android-WebCast-04.06.00.zip" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/184188366/731cbc00-785f-11e9-8caa-c38fef48180d?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T185705Z&X-Amz-Expires=300&X-Amz-Signature=756583513442ca44c7568304ee48a80a5fb97d3853746600d4fcd8d1775599c9&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DWebCast-release.apk&response-content-type=application%2Fvnd.android.package-archive [3475415/3475415] -> "warren-bank-releases/Android-WebCast/04.05.00/WebCast-release.apk" [1]
2025-02-10 URL:https://codeload.github.com/warren-bank/Android-WebCast/legacy.zip/refs/tags/04.05.00 [124090] -> "warren-bank-releases/Android-WebCast/04.05.00/source/Android-WebCast-04.05.00.zip" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/184188366/67ca9000-7861-11e9-993a-7646bc3bfefa?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T185728Z&X-Amz-Expires=300&X-Amz-Signature=94d821bd403470fe650f21bae3266c4e4c63866a44f40499674a81ff58fefa6d&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DWebCast-release.apk&response-content-type=application%2Fvnd.android.package-archive [3475261/3475261] -> "warren-bank-releases/Android-WebCast/04.04.00/WebCast-release.apk" [1]
2025-02-10 URL:https://codeload.github.com/warren-bank/Android-WebCast/legacy.zip/refs/tags/04.04.00 [123273] -> "warren-bank-releases/Android-WebCast/04.04.00/source/Android-WebCast-04.04.00.zip" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/184188366/ceac6280-77e9-11e9-9550-0d26fa9d83cc?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T185849Z&X-Amz-Expires=300&X-Amz-Signature=27deb02b4740fbbf1c5608a44737654e0aaaf95ddbf8c658dffd4665d24a2a04&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DWebCast-release.apk&response-content-type=application%2Fvnd.android.package-archive [3475040/3475040] -> "warren-bank-releases/Android-WebCast/04.03.04/WebCast-release.apk" [1]
2025-02-10 URL:https://codeload.github.com/warren-bank/Android-WebCast/legacy.zip/refs/tags/04.03.04 [123249] -> "warren-bank-releases/Android-WebCast/04.03.04/source/Android-WebCast-04.03.04.zip" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/184188366/bde9ca00-75fa-11e9-9370-18cdc2fe868c?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T185952Z&X-Amz-Expires=300&X-Amz-Signature=218652b9d3b4786349e9e544cf506f95cde67e937309bc6a11826ed7fd2aacf6&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DWebCast-release.apk&response-content-type=application%2Fvnd.android.package-archive [3408235/3408235] -> "warren-bank-releases/Android-WebCast/04.03.01/WebCast-release.apk" [1]
2025-02-10 URL:https://codeload.github.com/warren-bank/Android-WebCast/legacy.zip/refs/tags/04.03.01 [122034] -> "warren-bank-releases/Android-WebCast/04.03.01/source/Android-WebCast-04.03.01.zip" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/184188366/1bd3b180-7443-11e9-9d92-ed6d7d0f78af?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T190059Z&X-Amz-Expires=300&X-Amz-Signature=088218aad39a1f7b0ecd59dc34afde47ccf0815747cb54fb45c776707adb4238&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DWebCast-release.apk&response-content-type=application%2Fvnd.android.package-archive [3397002/3397002] -> "warren-bank-releases/Android-WebCast/04.02.00/WebCast-release.apk" [1]
2025-02-10 URL:https://codeload.github.com/warren-bank/Android-WebCast/legacy.zip/refs/tags/04.02.00 [117199] -> "warren-bank-releases/Android-WebCast/04.02.00/source/Android-WebCast-04.02.00.zip" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/291636487/69867905-62b7-4c80-9bf5-051474d732db?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T190130Z&X-Amz-Expires=300&X-Amz-Signature=e7304d24adc6ab451357a32e93e59417b25c26b4ea2c09beede995c594342fd5&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DWebMonkey-004.11.00-11API-english-noAdBlock-release.apk&response-content-type=application%2Fvnd.android.package-archive [130743/130743] -> "warren-bank-releases/Android-WebMonkey/v04.11.00/WebMonkey-004.11.00-11API-english-noAdBlock-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/291636487/d493b8d1-298d-4dc0-aeeb-59fd3fa01e0b?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T190147Z&X-Amz-Expires=300&X-Amz-Signature=efc8c8ad784017e0d58580b2eecfc93fed8348509d03a2aa339a588528095dc6&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DWebMonkey-004.11.00-11API-english-withAdBlock-release.apk&response-content-type=application%2Fvnd.android.package-archive [158073/158073] -> "warren-bank-releases/Android-WebMonkey/v04.11.00/WebMonkey-004.11.00-11API-english-withAdBlock-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/291636487/e20cfa42-d9d6-44f3-9bae-5a6ed7ed3106?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T190148Z&X-Amz-Expires=300&X-Amz-Signature=35478054c9b356e41f5d8bbc9564bc9db2412fee034140cc0c25aee6c044c32d&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DWebMonkey-004.11.00-11API-withAllLanguageTranslations-noAdBlock-release.apk&response-content-type=application%2Fvnd.android.package-archive [352549/352549] -> "warren-bank-releases/Android-WebMonkey/v04.11.00/WebMonkey-004.11.00-11API-withAllLanguageTranslations-noAdBlock-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/291636487/a2babaeb-7480-4e35-a398-e8b9aaa05883?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T190235Z&X-Amz-Expires=300&X-Amz-Signature=b52b666af0b9b4850e0dcf8b2b9de3af8c249674842bac0d6499750c823914bf&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DWebMonkey-004.11.00-11API-withAllLanguageTranslations-withAdBlock-release.apk&response-content-type=application%2Fvnd.android.package-archive [419049/419049] -> "warren-bank-releases/Android-WebMonkey/v04.11.00/WebMonkey-004.11.00-11API-withAllLanguageTranslations-withAdBlock-release.apk" [1]
2025-02-10 URL:https://codeload.github.com/warren-bank/Android-WebMonkey/legacy.zip/refs/tags/v04.11.00 [721242] -> "warren-bank-releases/Android-WebMonkey/v04.11.00/source/Android-WebMonkey-v04.11.00.zip" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/291636487/190345dc-0d16-42b3-b8aa-4a8e2f29c9d7?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T190317Z&X-Amz-Expires=300&X-Amz-Signature=9e022637e28cda18e1ce1791cac0d79b7a1698a089ba347d2e14120c479ae472&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DWebMonkey-004.10.05-11API-english-noAdBlock-release.apk&response-content-type=application%2Fvnd.android.package-archive [129932/129932] -> "warren-bank-releases/Android-WebMonkey/v04.10.05/WebMonkey-004.10.05-11API-english-noAdBlock-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/291636487/eef65102-0727-4d8a-ba8f-a3cc0db2a8f5?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T190323Z&X-Amz-Expires=300&X-Amz-Signature=76588064550199dc562173db6b0d65256612f87d4347d55e0f895bd72b16cdc8&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DWebMonkey-004.10.05-11API-english-withAdBlock-release.apk&response-content-type=application%2Fvnd.android.package-archive [157326/157326] -> "warren-bank-releases/Android-WebMonkey/v04.10.05/WebMonkey-004.10.05-11API-english-withAdBlock-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/291636487/f536fb55-bc6a-4e0d-bf68-6eefe58a5eac?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T190343Z&X-Amz-Expires=300&X-Amz-Signature=ce8e0e6fad1d2829c0d476638088e68a8c7c275672c178b6f5637cc2060626fa&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DWebMonkey-004.10.05-11API-withAllLanguageTranslations-noAdBlock-release.apk&response-content-type=application%2Fvnd.android.package-archive [351737/351737] -> "warren-bank-releases/Android-WebMonkey/v04.10.05/WebMonkey-004.10.05-11API-withAllLanguageTranslations-noAdBlock-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/291636487/6f0131af-b30f-4327-a7fc-fca0b4876f44?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T190417Z&X-Amz-Expires=300&X-Amz-Signature=acee831aac679c3587fa2d766941c70c7afc34fa97714f1db48870f06df212ff&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DWebMonkey-004.10.05-11API-withAllLanguageTranslations-withAdBlock-release.apk&response-content-type=application%2Fvnd.android.package-archive [418306/418306] -> "warren-bank-releases/Android-WebMonkey/v04.10.05/WebMonkey-004.10.05-11API-withAllLanguageTranslations-withAdBlock-release.apk" [1]
2025-02-10 URL:https://codeload.github.com/warren-bank/Android-WebMonkey/legacy.zip/refs/tags/v04.10.05 [717025] -> "warren-bank-releases/Android-WebMonkey/v04.10.05/source/Android-WebMonkey-v04.10.05.zip" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/291636487/c9eae885-3487-4679-929a-aebc45b26766?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T190516Z&X-Amz-Expires=300&X-Amz-Signature=91489ceeb781d47fdaf24747ffdfef589b93fdd4a0f55535691f814009f048c7&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DWebMonkey-004.10.04-11API-english-noAdBlock-release.apk&response-content-type=application%2Fvnd.android.package-archive [129874/129874] -> "warren-bank-releases/Android-WebMonkey/v04.10.04/WebMonkey-004.10.04-11API-english-noAdBlock-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/291636487/7ac4277b-6976-4db7-8061-b6739c4e5d0e?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T190522Z&X-Amz-Expires=300&X-Amz-Signature=ab26f88e116c3d2bb7095c5dbf67984f2cc88271e0b59370357af9995d3b9425&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DWebMonkey-004.10.04-11API-english-withAdBlock-release.apk&response-content-type=application%2Fvnd.android.package-archive [157251/157251] -> "warren-bank-releases/Android-WebMonkey/v04.10.04/WebMonkey-004.10.04-11API-english-withAdBlock-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/291636487/f3e3f4a7-3350-4d1f-9947-30f9bcd45a56?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T190523Z&X-Amz-Expires=300&X-Amz-Signature=47918450b56461d50465388d3f92e6a388c6294e6707cf5af794d30632037db8&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DWebMonkey-004.10.04-11API-withAllLanguageTranslations-noAdBlock-release.apk&response-content-type=application%2Fvnd.android.package-archive [351674/351674] -> "warren-bank-releases/Android-WebMonkey/v04.10.04/WebMonkey-004.10.04-11API-withAllLanguageTranslations-noAdBlock-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/291636487/89182186-e101-4bc2-b6f3-27d5c779eb31?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T190604Z&X-Amz-Expires=300&X-Amz-Signature=147ad15b5b8d7bfde9bc36af22869116c1ba23dd3bfc71c18d5563f16d580dde&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DWebMonkey-004.10.04-11API-withAllLanguageTranslations-withAdBlock-release.apk&response-content-type=application%2Fvnd.android.package-archive [418226/418226] -> "warren-bank-releases/Android-WebMonkey/v04.10.04/WebMonkey-004.10.04-11API-withAllLanguageTranslations-withAdBlock-release.apk" [1]
2025-02-10 URL:https://codeload.github.com/warren-bank/Android-WebMonkey/legacy.zip/refs/tags/v04.10.04 [716926] -> "warren-bank-releases/Android-WebMonkey/v04.10.04/source/Android-WebMonkey-v04.10.04.zip" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/291636487/73c01480-ea2b-49ee-bf2f-01e2b6bcd737?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T190652Z&X-Amz-Expires=300&X-Amz-Signature=58cdc07e24d5090b0fb67f8644d7d4a1397c9c7b18333b66c41c74cbcb5c4de3&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DWebMonkey-004.10.03-11API-english-noAdBlock-release.apk&response-content-type=application%2Fvnd.android.package-archive [129894/129894] -> "warren-bank-releases/Android-WebMonkey/v04.10.03/WebMonkey-004.10.03-11API-english-noAdBlock-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/291636487/86f02021-d2b6-466a-b40a-ee0774292b7a?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T190658Z&X-Amz-Expires=300&X-Amz-Signature=2b1ead2bc58147af824974c726c6fc999e2dfc7e4c168662319ad62ec78bf70a&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DWebMonkey-004.10.03-11API-english-withAdBlock-release.apk&response-content-type=application%2Fvnd.android.package-archive [157248/157248] -> "warren-bank-releases/Android-WebMonkey/v04.10.03/WebMonkey-004.10.03-11API-english-withAdBlock-release.apk" [1]
2025-02-10 URL:https://objects.githubusercontent.com/github-production-release-asset-2e65be/291636487/087d0396-ae2b-4dc8-9035-140937487abe?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=releaseassetproduction%2F20250210%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20250210T190702Z&X-Amz-Expires=300&X-Amz-Signature=ddde339ef196ff54c89eee055ab5e7b0a2d6ac1e20fde753160d8fd7491f897c&X-Amz-SignedHeaders=host&response-content-disposition=attachment%3B%20filename%3DWebMonkey-004.10.03-11API-withAllLanguageTranslations-noAdBlock-release.apk&response-content-type=application%2Fvnd.android.package-archive [351698/351698] -> "warren-bank-releases/Android-WebMonkey/v04.10.03/WebMonkey-004.10.03-11API-withAllLanguageTranslations-noAdBlock-release.apk" [1]
